"INSTNM","sector_desc","RAPE13","RAPE5","RAPE6","RAPE7","RAPE8","RAPE9","RAPE10","RAPE11","RAPE12","RAPE14","RAPE15"
"Kaplan College","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kaplan College","Private for-profit, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kaplan College-Bakersfield","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kaplan College-Columbus Campus","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kaplan College-Denver","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Kaplan College-Fresno","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kaplan College-Hammond","Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,NA,NA
"Kaplan College-Indianapolis","Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,NA,NA
"Kaplan College-Las Vegas Campus","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kaplan College-Merrillville","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Kaplan College-Modesto Campus","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kaplan College-North Hollywood","Private for-profit, 2-year",NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"Kaplan College-Palm Springs","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kaplan College-Phoenix","Private for-profit, 2-year",NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"Kaplan College-Sacramento","Private for-profit, 2-year",NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"Kaplan College-Sacramento Campus","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kaplan College-San Antonio-Ingram","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kaplan College-San Diego","Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,NA,NA
"Kaplan College-Stockton","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kaplan College-Vista","Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,NA,NA
"Kaplan University","Private for-profit, 4-year or above",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Kaplan University-Augusta Campus","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kaplan University-Cedar Falls Campus","Private for-profit, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Kaplan University-Cedar Rapids Campus","Private for-profit, 4-year or above",0,NA,NA,0,0,0,0,0,0,0,0
"Kaplan University-Council Bluffs Campus","Private for-profit, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kaplan University-Davenport Campus","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kaplan University-Des Moines Campus","Private for-profit, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Kaplan University-Hagerstown Campus","Private for-profit, 4-year or above",0,NA,NA,NA,NA,0,0,0,0,0,0
"Kaplan University-Lincoln Campus","Private for-profit, 4-year or above",0,NA,NA,0,0,0,0,0,0,0,0
"Kaplan University-Maine Campus","Private for-profit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kaplan University-Mason City Campus","Private for-profit, 4-year or above",0,NA,NA,0,0,0,0,0,0,0,0
"Kaplan University-Omaha Campus","Private for-profit, 4-year or above",0,NA,NA,0,0,0,0,0,0,0,0
"Kaskaskia College","Public, 2-year",0,0,0,0,1,0,0,0,0,0,0
"Katharine Gibbs School","Private for-profit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Katharine Gibbs School","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Katharine Gibbs School-Melville","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Katharine Gibbs School-New York City","Private for-profit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Kauai Community College","Public, 2-year",0,NA,NA,0,0,0,0,0,1,0,0
"Kaufman Beauty School","Private for-profit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Kaw Area Technical School","Public, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kay Harvey Academy of Hair Design","Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,0,NA,NA
"KC's School of Hair Design","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"KD Conservatory College of Film and Dramatic Arts","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kean University","Public, 4-year or above",6,NA,NA,NA,NA,NA,3,0,1,1,4
"Keck Graduate Institute","Private nonprofit, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Keene Beauty Academy","Private for-profit, less-than 2-year",0,NA,NA,0,0,0,0,0,0,0,0
"Keene State College","Public, 4-year or above",3,2,4,4,4,1,4,4,2,6,2
"Kehilath Yakov Rabbinical Seminary","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Keiser Career College-Greenacres","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Keiser University-Ft Lauderdale","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keiser University-Ft. Lauderdale","Private for-profit, 4-year or above",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Kellogg Community College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"Kendall College","Private for-profit, 4-year or above",0,NA,NA,0,0,0,0,0,0,0,0
"Kendall College","Private nonprofit, 4-year or above",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Kennebec Valley Community College","Public, 2-year",0,0,1,0,0,0,0,0,0,0,0
"Kennesaw State University","Public, 4-year or above",NA,2,2,1,2,4,4,2,2,NA,NA
"Kenneth Shuler School of Cosmetology","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kenneth Shuler School of Cosmetology-Columbia","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kenneth Shuler School of Cosmetology-Florence","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kenneth Shuler School of Cosmetology-Greenville","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kenneth Shuler School of Cosmetology-North Augusta","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kenneth Shuler School of Cosmetology-Rock Hill","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kenneth Shuler School of Cosmetology-Spartanburg","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kenneth Shuler School of Cosmetology and Hair Design","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Kenneth Shuler School of Cosmetology and Nails","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Kenneth Shuler School of Cosmetology and Nails-Columbia","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kennett Career and Technology Center","Public, less-than 2-year",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"Kenrick Glennon Seminary","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"Kensington College","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Kent State University Ashtabula Campus","Public, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kent State University at Ashtabula","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kent State University at East Liverpool","Public, 4-year or above",1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kent State University at Geauga","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kent State University at Kent","Public, 4-year or above",8,NA,NA,NA,NA,NA,NA,NA,NA,6,6
"Kent State University at Salem","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kent State University at Stark","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kent State University at Trumbull","Public, 4-year or above",1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kent State University at Tuscarawas","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kent State University East Liverpool Campus","Public, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kent State University Geauga Campus","Public, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kent State University Kent Campus","Public, 4-year or above",NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"Kent State University Salem Campus","Public, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kent State University Stark Campus","Public, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kent State University Trumbull Campus","Public, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kent State University Tuscarawas Campus","Public, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kentucky Christian University","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"Kentucky Mountain Bible College","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kentucky State University","Public, 4-year or above",1,0,0,0,4,2,0,2,0,0,0
"Kentucky Wesleyan College","Private nonprofit, 4-year or above",2,0,0,0,0,0,1,0,0,1,0
"Kenyon College","Private nonprofit, 4-year or above",8,3,1,3,2,NA,NA,NA,NA,4,7
"Kettering College","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kettering College of Medical Arts","Private nonprofit, 4-year or above",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Kettering University","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keuka College","Private nonprofit, 4-year or above",1,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"Keune Academy by 124","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Keweenaw Bay Ojibwa Community College","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Key College","Private for-profit, 2-year",NA,0,0,0,0,0,0,0,1,NA,NA
"Key College","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Keyskills Learning","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Keystone College","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Keystone Technical Institute","Private for-profit, 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Kiamichi Technology Center-Atoka","Public, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Kiamichi Technology Center-Durant","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Kiamichi Technology Center-Hugo","Public, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Kiamichi Technology Center-Idabel","Public, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Kiamichi Technology Center-Idabel","Public, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Kiamichi Technology Center-McAlester","Public, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Kiamichi Technology Center-McAlester","Public, less-than 2-year",0,0,0,NA,NA,NA,NA,NA,NA,0,0
"Kiamichi Technology Center-Poteau","Public, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Kiamichi Technology Center-Poteau","Public, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kiamichi Technology Center-Spiro","Public, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Kiamichi Technology Center-Spiro","Public, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Kiamichi Technology Center-Stigler","Public, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Kiamichi Technology Center-Stigler","Public, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kiamichi Technology Center-Talihina","Public, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Kiamichi Technology Center-Talihina","Public, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kilgore College","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,3
"Kilian Community College","Private nonprofit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"King's College","Private for-profit, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"King's College","Private nonprofit, 4-year or above",0,0,1,0,0,NA,NA,NA,NA,1,2
"King's College and Seminary","Private nonprofit, 4-year or above",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"King College","Private nonprofit, 4-year or above",NA,1,0,0,2,NA,NA,NA,NA,NA,NA
"King University","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"Kirksville Area Technical Center","Public, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Kirkwood Community College","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirtland Community College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"Kishwaukee College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"Kittanning Beauty Academy","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kittanning Beauty School","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Klamath Community College","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Knowledge Systems Institute","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Knox Beauty College","Private for-profit, less-than 2-year",0,0,0,0,0,0,0,0,0,0,0
"Knox College","Private nonprofit, 4-year or above",8,3,1,3,5,6,4,5,5,14,6
"Knox County Career Center","Public, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Kol Yaakov Torah Center","Private nonprofit, 4-year or above",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Kussad Institute of Court Reporting","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Kutztown University of Pennsylvania","Public, 4-year or above",4,9,6,5,6,NA,NA,NA,NA,0,3
"Kuyper College","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,1,0,0
"L'Academie de Cuisine","Private for-profit, 2-year",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"L'Academie de Cuisine","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,0,0,0,0,0
"L'Ecole Culinaire-Memphis","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"L'Ecole Culinaire-St Louis","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"L'esprit Academy","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"L E Fletcher Technical Community College","Public, 2-year",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"L T International Beauty School","Private for-profit, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"La'James International College","Private for-profit, 2-year",0,0,0,0,0,0,0,0,0,0,0
"La Baron Hairdressing Academy","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"La Baron Hairdressing Academy-Brockton","Private for-profit, less-than 2-year",NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"La Baron Hairdressing Academy-New Bedford","Private for-profit, less-than 2-year",NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"La Baron Hairdressing Academy-Overland Park","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,0,0,0,0,0
"La Belle Beauty Academy","Private for-profit, less-than 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Belle Beauty School","Private for-profit, less-than 2-year",0,0,0,0,0,0,0,0,0,0,0
"LA College International","Private for-profit, 4-year or above",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"La James College of Hairstyling and Cosmetology","Private for-profit, 2-year",0,0,0,0,0,0,0,0,0,0,0
"La James International College","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"La James International College","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"La James International College-Cedar Falls","Private for-profit, 2-year",0,NA,NA,NA,NA,0,0,0,0,0,0
"La James International College-Davenport","Private for-profit, 2-year",0,NA,NA,NA,NA,0,0,0,0,0,0
"La James International College-East Moline","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,0,0,0,0,0,0
"La James International College-Ft Dodge","Private for-profit, 2-year",0,NA,NA,NA,NA,0,0,0,0,0,0
"La James International College-Iowa City","Private for-profit, 2-year",0,NA,NA,NA,NA,0,0,0,0,0,0
"La James International College-Johnston","Private for-profit, 2-year",0,NA,NA,NA,NA,0,0,0,0,0,0
"La Roche College","Private nonprofit, 4-year or above",0,1,1,0,0,NA,NA,NA,NA,1,0
"La Salle University","Private nonprofit, 4-year or above",3,NA,NA,NA,NA,NA,NA,NA,NA,0,5
"La Sierra University","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"LaBaron Hairdressing Academy","Private for-profit, less-than 2-year",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"Labette Community College","Public, 2-year",0,NA,NA,NA,NA,0,0,0,0,0,0
"Laboratory Institute of Merchandising","Private for-profit, 4-year or above",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Laboure College","Private nonprofit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Laboure College","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lac Courte Oreilles Ojibwa Community College","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Lackawanna College","Private nonprofit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Lacy Cosmetology School","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Ladera Career Paths Training Centers","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Lafayette Beauty Academy","Private for-profit, less-than 2-year",NA,0,0,0,0,0,0,0,0,NA,NA
"Lafayette College","Private nonprofit, 4-year or above",4,5,7,5,4,NA,NA,NA,NA,6,8
"LaGrange College","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,1,0
"Laguna College of Art and Design","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,1,0,0
"Laird Institute of Spa Therapy","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Lake-Sumter Community College","Public, 2-year",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"Lake-Sumter Community College","Public, 4-year or above",NA,NA,NA,NA,NA,NA,1,0,0,NA,NA
"Lake-Sumter State College","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Lake Area Technical Institute","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Lake Career and Technical Center","Public, less-than 2-year",0,NA,NA,0,0,0,0,0,0,0,0
"Lake City Community College","Public, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Lake Erie College","Private nonprofit, 4-year or above",1,NA,NA,2,1,NA,NA,NA,NA,0,0
"Lake Erie College of Osteopathic Medicine","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Lake Forest College","Private nonprofit, 4-year or above",1,2,0,2,0,2,4,3,1,2,5
"Lake Forest Graduate School of Management","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Land College","Public, 2-year",0,0,0,0,0,0,0,0,1,0,0
"Lake Lanier School of Massage","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Lake Michigan College","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Michigan College","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Lake Region State College","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Lake Superior College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"Lake Superior State University","Public, 4-year or above",0,NA,NA,NA,NA,NA,0,1,0,1,2
"Lake Tahoe Community College","Public, 2-year",0,NA,NA,0,0,0,0,0,0,0,0
"Lake Technical Center","Public, 2-year",NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"Lake Technical Center","Public, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Lake Technical College","Public, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Lake Washington Institute of Technology","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Lake Washington Technical College","Public, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Washington Technical College","Public, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Lakeland College","Private nonprofit, 4-year or above",0,1,6,2,0,NA,NA,NA,NA,1,5
"Lakeland Community College","Public, 2-year",NA,0,0,0,1,NA,NA,NA,NA,NA,NA
"Lakes Region Community College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"Lakeshore Technical College","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Lakeside School of Massage Therapy","Private nonprofit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Lakeside School of Massage Therapy","Private nonprofit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Lakeview College of Nursing","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Lakewood School of Therapeutic Massage","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Lamar Community College","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lamar Institute of Technology","Public, 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,1
"Lamar State College-Orange","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Lamar State College-Port Arthur","Public, 2-year",0,NA,NA,0,1,NA,NA,NA,NA,0,0
"Lamar University","Public, 4-year or above",3,3,0,3,0,NA,NA,NA,NA,2,3
"Lambuth University","Private nonprofit, 4-year or above",NA,0,1,0,0,NA,NA,NA,NA,NA,NA
"Lamson College","Private for-profit, 2-year",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"Lamson Institute","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Lancaster Beauty School","Private for-profit, less-than 2-year",0,0,0,0,0,0,0,0,0,0,0
"Lancaster Bible College","Private nonprofit, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Lancaster County Career and Technology Center","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Lancaster County Career and Technology Center","Public, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Lancaster General College of Nursing & Health Sciences","Private nonprofit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Lancaster General College of Nursing & Health Sciences","Private nonprofit, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Lancaster School of Cosmetology","Private for-profit, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Lancaster Theological Seminary","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Lander University","Public, 4-year or above",1,0,0,0,1,NA,NA,NA,NA,0,1
"Landing School of Boat Building and Design","Private nonprofit, 2-year",NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"Landing School of Boat Building and Design","Private nonprofit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Landmark College","Private nonprofit, 2-year",NA,1,0,5,4,NA,NA,NA,NA,NA,NA
"Landmark College","Private nonprofit, 4-year or above",2,NA,NA,NA,NA,NA,NA,NA,NA,4,5
"Lane College","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Lane Community College","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"Laney College","Public, 2-year",2,NA,NA,0,0,0,0,2,0,0,0
"Langston University","Public, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lanier Technical College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"Lansdale School of Business","Private for-profit, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lansdale School of Cosmetology Inc","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Lansing Community College","Public, 2-year",1,1,1,2,0,0,0,0,3,0,0
"Laramie County Community College","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laredo Beauty College Inc","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
