"INSTNM","sector_desc.x","MEN5","WOMEN5","TOTAL5","RAPE5","RAPE6","Zip","RAPE7","RAPE8","MEN7","WOMEN7","TOTAL7","MEN9","WOMEN9","TOTAL9","RAPE9","sector_desc.y","sector_desc.x.x","MEN10","WOMEN10","TOTAL10","RAPE10","RAPE11","RAPE12","sector_desc.y.y","MEN13","WOMEN13","TOTAL13","RAPE13","RAPE14","RAPE15"
"Arizona Western College","Public, 2-year",2762,4191,6953,0,1,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","1",1,1,"Public, 2-year",3229,4285,7514,0,1,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,1,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","1",1,1,"Public, 2-year",3229,4285,7514,0,0,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,1,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","0",0,0,"Public, 2-year",3229,4285,7514,0,1,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,1,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","0",0,0,"Public, 2-year",3229,4285,7514,0,0,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","1",1,1,"Public, 2-year",3229,4285,7514,0,1,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","1",1,1,"Public, 2-year",3229,4285,7514,0,0,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","0",0,0,"Public, 2-year",3229,4285,7514,0,1,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","0",0,0,"Public, 2-year",3229,4285,7514,0,0,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","1",1,1,"Public, 2-year",3229,4285,7514,0,1,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","1",1,1,"Public, 2-year",3229,4285,7514,0,0,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","0",0,0,"Public, 2-year",3229,4285,7514,0,1,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","0",0,0,"Public, 2-year",3229,4285,7514,0,0,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","1",1,1,"Public, 2-year",3229,4285,7514,0,1,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","1",1,1,"Public, 2-year",3229,4285,7514,0,0,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","0",0,0,"Public, 2-year",3229,4285,7514,0,1,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","0",0,0,"Public, 2-year",3229,4285,7514,0,0,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","1",1,1,"Public, 2-year",3229,4285,7514,0,1,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","1",1,1,"Public, 2-year",3229,4285,7514,0,0,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","0",0,0,"Public, 2-year",3229,4285,7514,0,1,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85365,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","0",0,0,"Public, 2-year",3229,4285,7514,0,0,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85349,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","0",0,0,"Public, 2-year",3229,4285,7514,0,0,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85350,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","0",0,0,"Public, 2-year",3229,4285,7514,0,0,0
"Arizona Western College","Public, 2-year",2762,4191,6953,0,0,85344,0,0,3354,4630,7984,"3603","4815","8418",0,"Public, 2-year","Public, 2-year","3366","4511","7877","0",0,0,"Public, 2-year",3229,4285,7514,0,0,0
"University of Arizona","Public, 4-year or above",17532,19685,37217,4,2,857210066,8,1,18440,20327,38767,"18729","20507","39236",5,"Public, 4-year or above","Public, 4-year or above","19261","20962","40223","1",3,7,NA,NA,NA,NA,NA,NA,NA
"The Art Center Design College-Tucson","Private for-profit, 4-year or above",169,142,311,0,0,85716,0,0,111,168,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toni & Guy Hairdressing Academy","Private for-profit, less-than 2-year",27,274,301,0,0,85251,0,0,28,233,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toni & Guy Hairdressing Academy","Private for-profit, less-than 2-year",27,274,301,0,0,85044,0,0,28,233,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Arizona College","Public, 2-year",2196,2755,4951,2,1,852289778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Arizona College","Public, 2-year",2196,2755,4951,0,0,85292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Arizona College","Public, 2-year",2196,2755,4951,1,0,852195231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Arizona College","Public, 2-year",2196,2755,4951,0,0,85232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Arizona College","Public, 2-year",2196,2755,4951,0,0,85222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown Mackie College-Tucson","Private for-profit, 4-year or above",105,195,300,0,0,85712,0,0,191,366,557,"308","418","726",0,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","335","449","784","0",0,0,"Private for-profit, 4-year or above",190,260,450,0,0,0
"Cochise College","Public, 2-year",1724,2409,4133,0,0,856079724,0,0,1954,2785,4739,"2205","2707","4912",0,"Public, 2-year","Public, 2-year","2062","2454","4516","1",1,0,NA,NA,NA,NA,NA,NA,NA
"Artistic Beauty Colleges-Flagstaff","Private for-profit, less-than 2-year",2,50,52,0,0,86004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Artistic Beauty Colleges-Chandler","Private for-profit, less-than 2-year",3,164,167,0,0,85224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cortiva Institute-Tucson","Private for-profit, less-than 2-year",32,119,151,0,0,85710,0,0,52,169,221,"55","138","193",0,"Private for-profit, less-than 2-year","Private for-profit, less-than 2-year","36","104","140","0",0,0,"Private for-profit, less-than 2-year",39,94,133,0,0,0
"DeVry University-Arizona","Private for-profit, 4-year or above",1085,523,1608,0,0,850212995,0,0,1340,676,2016,"1195","567","1762",1,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","967","452","1419","0",0,0,NA,NA,NA,NA,NA,NA,NA
"DeVry University-Arizona","Private for-profit, 4-year or above",1085,523,1608,0,0,85054,0,0,1340,676,2016,"1195","567","1762",0,"Private for-profit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeVry University-Arizona","Private for-profit, 4-year or above",1085,523,1608,0,0,85210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private for-profit, 4-year or above",765,435,1200,0,0,0
"Earls Academy of Beauty","Private for-profit, less-than 2-year",13,242,255,0,0,85210,0,0,9,91,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Earls Academy of Beauty","Private for-profit, less-than 2-year",13,242,255,0,0,85022,0,0,9,91,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Arizona College","Public, 2-year",2188,3126,5314,1,0,855520769,0,0,3160,4081,7241,"3234","3763","6997",1,"Public, 2-year","Public, 2-year","2840","3595","6435","0",0,0,"Public, 2-year",2677,3643,6320,0,0,0
"Embry Riddle Aeronautical University-Prescott","Private nonprofit, 4-year or above",60,60,120,0,0,863013720,0,2,1356,316,1672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glendale Community College","Public, 2-year",8171,10273,18444,0,0,85302,0,0,9355,10799,20154,"9936","11440","21376",0,"Public, 2-year","Public, 2-year","9884","11477","21361","0",0,0,"Public, 2-year",9148,10723,19871,0,0,0
"Grand Canyon University","Private for-profit, 4-year or above",3668,9747,13415,0,0,85017,0,0,8448,25757,34205,"9510","30977","40487",0,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","11821","36829","48650","0",2,2,"Private for-profit, 4-year or above",18577,50867,69444,1,2,5
"Kaplan College","Private for-profit, 2-year",75,352,427,0,0,850294349,0,0,132,558,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maricopa Beauty College LLC","Private for-profit, less-than 2-year",0,57,57,0,0,85323,0,0,5,125,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gateway Community College","Public, 2-year",3319,3555,6874,0,1,85034,0,1,3720,4143,7863,"3114","3687","6801",0,"Public, 2-year","Public, 2-year","3203","3517","6720","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Mohave Community College","Public, 2-year",1937,3942,5879,0,0,864091238,0,0,2464,4238,6702,"2178","3929","6107",0,"Public, 2-year","Public, 2-year","1845","3375","5220","0",0,0,"Public, 2-year",1521,2839,4360,1,0,0
"Mohave Community College","Public, 2-year",1937,3942,5879,0,0,86403,0,0,2464,4238,6702,"2178","3929","6107",0,"Public, 2-year","Public, 2-year","1845","3375","5220","0",0,0,"Public, 2-year",1521,2839,4360,0,0,0
"Mohave Community College","Public, 2-year",1937,3942,5879,0,0,86442,0,0,2464,4238,6702,"2178","3929","6107",0,"Public, 2-year","Public, 2-year","1845","3375","5220","0",0,0,"Public, 2-year",1521,2839,4360,0,0,0
"Mohave Community College","Public, 2-year",1937,3942,5879,0,0,86021,0,0,2464,4238,6702,"2178","3929","6107",0,"Public, 2-year","Public, 2-year","1845","3375","5220","0",0,0,"Public, 2-year",1521,2839,4360,0,0,0
"Universal Technical Institute-Motorcycle Mechanics","Private for-profit, 2-year",2133,72,2205,0,0,85027,0,0,3076,121,3197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dine College","Public, 2-year",428,1229,1657,2,1,86556,3,0,594,1341,1935,"678","1343","2021",0,"Public, 4-year or above","Public, 4-year or above","621","1349","1970","1",2,0,"Public, 4-year or above",473,1017,1490,0,0,0
"Dine College","Public, 2-year",428,1229,1657,0,0,87420,0,0,594,1341,1935,"678","1343","2021",0,"Public, 4-year or above","Public, 4-year or above","621","1349","1970","0",0,0,"Public, 4-year or above",473,1017,1490,0,0,0
"Dine College","Public, 2-year",428,1229,1657,0,0,87313,0,0,594,1341,1935,"678","1343","2021",0,"Public, 4-year or above","Public, 4-year or above","621","1349","1970","0",0,0,"Public, 4-year or above",473,1017,1490,0,0,0
"Dine College","Public, 2-year",428,1229,1657,0,0,86515,0,0,594,1341,1935,"678","1343","2021",0,"Public, 4-year or above","Public, 4-year or above","621","1349","1970","0",0,0,"Public, 4-year or above",473,1017,1490,0,0,0
"Dine College","Public, 2-year",428,1229,1657,0,0,86503,0,0,594,1341,1935,"678","1343","2021",0,"Public, 4-year or above","Public, 4-year or above","621","1349","1970","0",0,0,"Public, 4-year or above",473,1017,1490,0,0,0
"Dine College","Public, 2-year",428,1229,1657,0,0,86033,0,0,594,1341,1935,"678","1343","2021",0,"Public, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dine College","Public, 2-year",428,1229,1657,0,0,86045,0,0,594,1341,1935,"678","1343","2021",0,"Public, 4-year or above","Public, 4-year or above","621","1349","1970","0",0,0,"Public, 4-year or above",473,1017,1490,0,0,0
"Dine College","Public, 2-year",428,1229,1657,0,0,86505,0,0,594,1341,1935,"678","1343","2021",0,"Public, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Arizona University","Public, 4-year or above",7927,13420,21347,6,7,860114132,8,10,8999,14598,23597,"10164","15195","25359",12,"Public, 4-year or above","Public, 4-year or above","10529","15462","25991","7",13,16,"Public, 4-year or above",11617,17404,29021,14,9,20
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,86025,0,0,1574,3062,4636,"1584","2333","3917",0,"Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,86025,0,0,1574,3062,4636,"1584","2333","3917",0,"Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,86025,0,0,1574,3062,4636,"1584","2333","3917",0,"Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,86025,0,0,1574,3062,4636,"1584","2333","3917",0,"Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,86025,0,0,1574,3062,4636,"1584","2333","3917",0,"Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,86025,0,0,1574,3062,4636,"1584","2333","3917",0,"Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,86025,0,0,1574,3062,4636,"1584","2333","3917",0,"Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,86025,0,0,1574,3062,4636,"1584","2333","3917",0,"Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,85937,0,0,1574,3062,4636,"1584","2333","3917",0,"Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,85901,0,0,1574,3062,4636,"1584","2333","3917",0,"Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,85928,0,0,1574,3062,4636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,86034,0,0,1574,3062,4636,"1584","2333","3917",0,"Public, 2-year","Public, 2-year","1497","2221","3718","0",0,0,"Public, 2-year",1402,1952,3354,0,0,0
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,86023,0,0,1574,3062,4636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,85925,0,0,1574,3062,4636,"1584","2333","3917",0,"Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,85936,0,0,1574,3062,4636,"1584","2333","3917",0,"Public, 2-year","Public, 2-year","1497","2221","3718","0",0,0,"Public, 2-year",1402,1952,3354,0,0,0
"Northland Pioneer College","Public, 2-year",1619,3067,4686,0,0,85941,0,0,1574,3062,4636,"1584","2333","3917",0,"Public, 2-year","Public, 2-year","1497","2221","3718","0",0,1,"Public, 2-year",1402,1952,3354,0,0,0
"Ottawa University-Phoenix","Private nonprofit, 4-year or above",364,1032,1396,0,0,85021,0,0,298,829,1127,"244","731","975",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","197","541","738","0",0,0,"Private nonprofit, 4-year or above",158,409,567,0,0,0
"Artistic Beauty Colleges-NW Phoenix","Private for-profit, less-than 2-year",5,153,158,0,0,85051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University of Phoenix-Phoenix-Hohokam Campus","Private for-profit, 4-year or above",2169,3288,5457,0,0,850401958,0,0,2466,3490,5956,"2730","3532","6262",0,"Private for-profit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University of Phoenix-Phoenix-Hohokam Campus","Private for-profit, 4-year or above",2169,3288,5457,0,0,850234061,0,0,2466,3490,5956,"2730","3532","6262",0,"Private for-profit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University of Phoenix-Phoenix-Hohokam Campus","Private for-profit, 4-year or above",2169,3288,5457,0,0,85204,0,0,2466,3490,5956,"2730","3532","6262",0,"Private for-profit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University of Phoenix-Phoenix-Hohokam Campus","Private for-profit, 4-year or above",2169,3288,5457,0,0,85260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University of Phoenix-Phoenix-Hohokam Campus","Private for-profit, 4-year or above",2169,3288,5457,0,0,85226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University of Phoenix-Phoenix-Hohokam Campus","Private for-profit, 4-year or above",2169,3288,5457,0,0,85037,0,0,2466,3490,5956,"2730","3532","6262",0,"Private for-profit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857090001,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857093000,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857091010,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
"Pima Community College","Public, 2-year",14461,18521,32982,0,0,857095500,0,0,16315,19565,35880,"16957","20012","36969",0,"Public, 2-year","Public, 2-year","15341","17647","32988","0",0,0,"Public, 2-year",12669,14211,26880,0,0,0
